id,text,sentiment,path,hashtag,inimagetext,pred,pred_raw
1320136941199904768,"Non fraintendetemi, lei mi piace molto, ma vestita di nero così è decisamente inevitabilmente uguale a Voldemort! 😲
(con simpatia si intende!)
#RosalindaCelentano #BallandoConLeStelle https://t.co/CTbL802LSz",negative,..\data\ballandoconlestelle\images\1320136941199904768.png,ballandoconlestelle, ,positive,[0.3131792  0.02243473 0.6643861 ]
1320126544015204352,Che palle Rosalì con questi tacchi.. e mettiteli na buona volta e la finiamo con questa storia #BallandoConLeStelle https://t.co/YP1gCwxkSw,negative,..\data\ballandoconlestelle\images\1320126544015204352.png,ballandoconlestelle, ,negative,[0.96927345 0.00479377 0.02593281]
1255262872797679617,"Cosa trovo su facebook.
DEFICIENTI E IGNORANTI, SE NON SAPETE NON PARLATE, FATE PIÙ BELLA FIGURA.
Cioè ma devo sempre litigare con la gente? Proverò a contenermi. 
(APRITE LA FOTO).
Se volete sapere il nome utente contattatemi.
GAIA GO' NON PENSARLI, LOVE U.
#gaiagozzi #Amici19 https://t.co/OgxFTiS84P",negative,..\data\amici19\images\1255262872797679617.png,amici19,A adiParrucchieri e centri estetici chiusi epoi De,negative,[0.60954624 0.15711884 0.2333349 ]
1259967299307671552,"Io che riguardo puntate del pomeridiano e mi chiedo ancora per quale motivo Neno non sia andato al serale al posto di altri che, a mio parere, erano molto meno meritevoli:
#amici19 #amicidineno https://t.co/mNHLG1QWvB",negative,..\data\amici19\images\1259967299307671552.png,amici19, ,negative,[0.87597775 0.05287959 0.07114262]
1320102388196311041,"Mariotto 10 a Costantino e 2 a Rocca 
#BallandoConLeStelle https://t.co/K2Ga8RWYTz",negative,..\data\ballandoconlestelle\images\1320102388196311041.png,ballandoconlestelle, ,neutral,[0.328332   0.60097563 0.07069232]
1108845168172716033,"Io in ogni episodio di questa stagione quando nominano Guido, Davide, Margherita, Nina o chiunque altro @CheDioCiAiuti_5 #CheDioCiAiuti5 https://t.co/xbzbsBj2yc",negative,..\data\chediociaiuti\images\1108845168172716033.png,chediociaiuti, ,negative,[0.76980215 0.08545424 0.14474364]
1272124845141233665,"il circo che si lamenta delle critiche rivolte alla circense superiora dicendo che siamo tutti superficiali dato che non conosciamo MB come la conoscono loro
LORO che dal 16 novembre 2019 buttano merda su chiunque giusto per dare aria alla bocca
#amici19 https://t.co/dQtfp6ewb7",negative,..\data\amici19\images\1272124845141233665.png,amici19,A RIDICOLIIIII,negative,[9.993598e-01 3.678080e-05 6.033638e-04]
1320124074987786240,#BallandoConLeStelle per la Mussolini le donne devono sopportare tutto pur di tenere unite le famiglie https://t.co/RFDUtx3fsE,negative,..\data\ballandoconlestelle\images\1320124074987786240.png,ballandoconlestelle,BUON,negative,[0.72715175 0.09377836 0.17906986]
1320106875300552708,Selvaggia Lucarelli un po’ piena di Mariotto stasera anche da dietro un vetro #BallandoConLeStelle #raiuno https://t.co/iswLTzfEXK,negative,..\data\ballandoconlestelle\images\1320106875300552708.png,ballandoconlestelle,Ci lower your voice,negative,[0.53707814 0.22132069 0.24160114]
1320107071723999232,#ballandoconlestelle in quanti vorrebbero fare questo a mariotto? https://t.co/tEna6rXKoF,negative,..\data\ballandoconlestelle\images\1320107071723999232.png,ballandoconlestelle, ,neutral,[0.44773558 0.5318254  0.02043902]
1258778253835280389,#amici19 #JavierRojas Obiettività questa sconosciuta https://t.co/Loqmjrsynp,negative,..\data\amici19\images\1258778253835280389.png,amici19,OMR SETimgPlay,negative,[0.6184502  0.05996522 0.32158455]
1320109863972855808,Ma questa roba che hanno fatto sul letto Raimondo Todaro ed Elisa Isoardi si poteva trasmettere in prima serata su Rai 1? Boh e pure mah #ballandoconlestelle https://t.co/9YOIfydXBc,negative,..\data\ballandoconlestelle\images\1320109863972855808.png,ballandoconlestelle, ,neutral,[0.05540259 0.9406255  0.0039719 ]
1320127695708168197,"Beh che dire ragazzi io con Mariotto
#BallandoConLeStelle https://t.co/J27EDHzmh4",negative,..\data\ballandoconlestelle\images\1320127695708168197.png,ballandoconlestelle,PIENA,negative,[0.72197926 0.12257179 0.15544896]
1285865162881277957,"Sto male raga, chi glielo dice che appunto per rendere le certificazioni ancora più difficili da prendere hanno alzato le soglie?#gaiagozzi #Amici19 https://t.co/PDaiobZGM9",negative,..\data\amici19\images\1285865162881277957.png,amici19,Bee  iiiint ai RAEGigi Sirdischi di platino booo a,negative,[0.9284819  0.05315568 0.01836244]
1268642285853577219,"Non mi toccate Nico,
Ripeto 
NON MI TOCCATE NICO
E NESSUNO SI FARÀ MALE
#chediociaiuti5 @CheDioCiAiuti_5 @giasausource https://t.co/b1g6atIVkq",negative,..\data\chediociaiuti\images\1268642285853577219.png,chediociaiuti,i,negative,[0.82105654 0.05558918 0.1233543 ]
1320123721378631683,"Ma in un talent di ballo si può litigare se la Mussolini debba restare o meno col marito? 
#ballandoconlestelle https://t.co/F8Ac0NDoZw",negative,..\data\ballandoconlestelle\images\1320123721378631683.png,ballandoconlestelle,SIAMO,negative,[0.6346293  0.2341371  0.13123356]
1320111125837582337,“Ormai c’ha na carriera” che signore Mariotto  #BallandoConLeStelle https://t.co/g5MqIv1HPa,negative,..\data\ballandoconlestelle\images\1320111125837582337.png,ballandoconlestelle, ,negative,[0.88992006 0.02518146 0.08489849]
1320122534768091141,"Ma anche Milly cosa dice?!? Cosa centra il non stare da nessuna parte.
Far passare il messaggio che le donne non possano vivere senza un marito è sbagliato, punto!  
 #BallandoConLeStelle https://t.co/1DzFEFMJrp",negative,..\data\ballandoconlestelle\images\1320122534768091141.png,ballandoconlestelle, ,negative,[0.8688916  0.06981231 0.06129618]
1259897270805377025,"C'è chi si conferma sul talento e chi si conferma nei pregiudizi, superando pure oltremodo le aspettative. #Amici19 https://t.co/YovyxL02Up",negative,..\data\amici19\images\1259897270805377025.png,amici19,VIPERISSIMABUSINESS,neutral,[0.02924844 0.86882675 0.10192483]
1106598776683327489,"Si vede che al cast di @CheDioCiAiuti_5 manca @LinoGuanciale ... 
Prima la luce che sparisce al bar di New York (stile #Cagliostro), poi il riferimento a @NonDirloAlCapo , insomma... ammettetelo eheheh! https://t.co/UoCzojh1YB",negative,..\data\chediociaiuti\images\1106598776683327489.png,chediociaiuti, ,negative,[0.5809018  0.2699075  0.14919068]
1320104729960218624,"Scardina che palesemente fa capire che la signorina ""la bellezza capita"" l'ha mollato in un momento difficile, ma lui la ama ancora #BallandoConLeStelle https://t.co/9UReAvOwps",negative,..\data\ballandoconlestelle\images\1320104729960218624.png,ballandoconlestelle,VIPERISSISIAseUN SOTTONE,positive,[0.43720245 0.07709807 0.48569947]
1297098691044683776,"La mia reazione ogni volta che ripenso a questa scena e a quello che si sono inventati dopo...
#chediociaiuti
#chediociaiuti6 twitter.com/gioosw/status/… https://t.co/yn3ZAm0p5W",negative,..\data\chediociaiuti\images\1297098691044683776.png,chediociaiuti, ,positive,[0.00301137 0.04528544 0.9517032 ]
1320124761389912069,Non so se odio più Pupo o Paolo Belli #GFVIP #BallandoConLeStelle https://t.co/FT0vBde3KB,negative,..\data\ballandoconlestelle\images\1320124761389912069.png,ballandoconlestelle,ai NO FAMMI FI,negative,[0.94497657 0.04160018 0.01342321]
1258423828415492098,"Quando scopro che quella pressa di Vanessa Incontrada ce la ritroveremo anche ad #AmiciSpeciali e che quindi quasi sicuramente farà vivere un altro inferno ad #Javier! 🙄😤🤬

È na chiavica!!

#JavierRojas #DMA #Amici19 https://t.co/lyWlrER38y",negative,..\data\amici19\images\1258423828415492098.png,amici19,VIPERISSIMAdaIO NON LO ACCETTO,negative,[0.9780893  0.0060969  0.01581387]
1255201035364249601,"perdonami n’attimo, ma tu non metti like ai boni? non gli scrivi ? non scopi???
NON MI INTERESSA DELLA TUA VITA, PROBABILMENTE MANCO CE L’HAI, PERÒ SAI, AD UN CERTO PUNTO DUE DOMANDE ME LE PONGO
#javier #amici19 https://t.co/buGXXIIPND",negative,..\data\amici19\images\1255201035364249601.png,amici19,omarzrobiesNEi finuiXrKy YYLisulilililpalesula io ,positive,[0.21010472 0.09087252 0.6990228 ]
1320106826692587520,Tutti sti coreani che tuittano hanno rotto #BallandoConLeStelle https://t.co/Tb5pCuyiDC,negative,..\data\ballandoconlestelle\images\1320106826692587520.png,ballandoconlestelle, ,negative,[0.98271185 0.00197932 0.01530878]
1320110635657691140,"Zazza: più che un ballo sembrava un dopoballo.

Come sempre un gran signore. Poi sarebbe Mariotto il volgare
#BallandoConLeStelle https://t.co/nWCC7H50VS",negative,..\data\ballandoconlestelle\images\1320110635657691140.png,ballandoconlestelle,UN POCAFONCELLO,negative,[0.87641025 0.04208151 0.08150828]
1320118449113321473,Ma il significato della clip della Mussolini l’avete capito? #BallandoConLeStelle https://t.co/SUAXJLNV5e,negative,..\data\ballandoconlestelle\images\1320118449113321473.png,ballandoconlestelle, dBAH,negative,[0.824232   0.07350786 0.10226018]
1255197678805417988,"@nah96nah @Giadahsospesap1 con il tuo account fake (magari ne avessi uno) fai questi commenti dj cattivo gusto. sei fortunata perché #Javier ti evita ma, sicuramente, queste tue frasi danno fastidio. CRINGE #Amici19 https://t.co/BBFTe95oaF",negative,..\data\amici19\images\1255197678805417988.png,amici19,omarzrobiesNEi finuiXrKy YYLisulilililpalesula io ,positive,[0.14145811 0.02104431 0.8374976 ]
1320136438537736194,#BallandoConLeStelle La schisano allo spareggio https://t.co/eLhi4sEdEv,negative,..\data\ballandoconlestelle\images\1320136438537736194.png,ballandoconlestelle,NON HO PAROLE,negative,[0.5028606 0.4170701 0.0800693]
1320111046116429825,Che delicatezza .... tu sai fare dei movimenti sul letto.... dopo questa io fossi i dirigenti Rai #ballandoconlestelle https://t.co/myX7PUf6nC,negative,..\data\ballandoconlestelle\images\1320111046116429825.png,ballandoconlestelle,UT,negative,[0.6317201 0.2463192 0.1219607]
1320136435782045696,"*lanciando tavoli in aria*
#BallandoConLeStelle https://t.co/PyUUB8J9al",negative,..\data\ballandoconlestelle\images\1320136435782045696.png,ballandoconlestelle,S,negative,[0.41445228 0.3182988  0.26724893]
1320104418826702849,"Se #BallandoConLeStelle pensa sia così il K-pop (e l'Oriente in generale), significa che c'è ancora moooolta ignoranza in giro
#Dynamite https://t.co/it3Sty8qCb",negative,..\data\ballandoconlestelle\images\1320104418826702849.png,ballandoconlestelle, ,negative,[0.71325296 0.02599439 0.26075268]
1108744887334256640,@CheDioCiAiuti_5 https://t.co/QYyM977KQ6,negative,..\data\chediociaiuti\images\1108744887334256640.png,chediociaiuti,Se vabbe,negative,[0.62432486 0.0931848  0.28249034]
1264496315570040832,"manco la fa una diretta bah
#Amici19 #giuliamolino https://t.co/8chrQPmBD4",negative,..\data\amici19\images\1264496315570040832.png,amici19,sS,negative,[0.94921565 0.03760023 0.01318403]
1320128783781941250,Parole sante! Brava #rosalindacelentano questa sera la giuria non ha trasmesso armonia e serenità ...  #BallandoConLeStelle https://t.co/TEZFHd747p,negative,..\data\ballandoconlestelle\images\1320128783781941250.png,ballandoconlestelle, ,positive,[3.0397429e-04 1.1116696e-04 9.9958485e-01]
1320119038144634887,"Rientro tardi
I bimbi a nanna. Do loro un bacino.
Mia moglie a vedere #BallandoConLeStelle e tra un boccone e la doccia gli do un'occhiata...
Finora ho già visto 2 gay, un trans, una lesbica e cojoni sparsi...
Basta! Dico a mia moglie di fare gli #etero.
Lei spegne ed andiamo... https://t.co/tGwbujuL90",negative,..\data\ballandoconlestelle\images\1320119038144634887.png,ballandoconlestelle,METFLIX,neutral,[0.18345182 0.6171651  0.19938311]
1320140789532532740,Ma per far passare Costantino guardate che bisogna vedere!  #ballandoconlestelle https://t.co/81T3Q4TU7q,negative,..\data\ballandoconlestelle\images\1320140789532532740.png,ballandoconlestelle,A RIDICOLIIIII,negative,[9.9587482e-01 3.7562990e-04 3.7495152e-03]
1320112112002359298,Ma nessuno lì in studio riprende Mariotto? Le sue uscite stanno diventando sempre più becere. Bastaaa #BallandoConLeStelle https://t.co/C3hT2QHTPt,negative,..\data\ballandoconlestelle\images\1320112112002359298.png,ballandoconlestelle,BASTAI,negative,[0.9824563  0.00743261 0.01011098]
1257003610422083585,"Oddio ho appena visto il primo tik tok di Nicolai 😂😂😂 lui prova ad essere simpatico ma.... 
#Nicolai #Amici19 https://t.co/4nvxIqqzZv",negative,..\data\amici19\images\1257003610422083585.png,amici19,TRASH ITALIAHOPORELLO,negative,[0.96198803 0.02565009 0.01236183]
1258410957304475648,il senso di fare le squadre con #AmiciSpeciali? dovevano esserci con #Amici19 non ora https://t.co/UrkRbQnvR1,negative,..\data\amici19\images\1258410957304475648.png,amici19, ,negative,[0.5866103  0.34064028 0.07274943]
1320128299306258432,@Ballando_Rai Scusate ma dov’è il BALLO !!!! Massacrano @CdGherardesca e @Ale_Mussolini_  e osannano #rosalindacelentano ? Giuria da macello VERGOGNOSO #BallandoConLeStelle https://t.co/5w5C4yvPfG,negative,..\data\ballandoconlestelle\images\1320128299306258432.png,ballandoconlestelle, ,negative,[0.9377983  0.03121105 0.03099061]
1255196810781634561,@nah96nah NON C’È LIMITE AL DISAGIO...QUESTO È UN ESEMPIO ECLATANTE DI UNA PERSONA CHE VIVE SECONDO I SOCIAL E NON SECONDO LA VITA REALE. CHE DIRITTO AVETE VOI DI GIUDICARE COSÌ QUALCUNO SENZA NEANCHE CONOSCERLO? MA NON VI FATE PENA? L’ASILO È FINITO DA UN PEZZO...#Amici19 #Javier #Talisa https://t.co/u0T3sR2Smb,negative,..\data\amici19\images\1255196810781634561.png,amici19,emi l ol al LLTS LLtalisajade Buona Pasquahapppyea,negative,[0.6928142  0.03706294 0.27012283]
1280557722900082689,"ah quindi è questo il problema, io non capivo il perché le fans di Gaia ce l’avessero con Jacopo  . Secondo queste sembrava che lui avesse detto che Gaia fosse un cesso ambulante incapace #amici19 https://t.co/P4zvg7KJTP",negative,..\data\amici19\images\1280557722900082689.png,amici19,jacopo e ce fatt doij pall SI GAIA  LPIU GNOCCA NO,negative,[0.9465186  0.04169228 0.01178915]
1320118865116921857,"Ma er marito n'era quello delle  baby squillo? 
#BallandoConLeStelle https://t.co/38ePsw8qcd",negative,..\data\ballandoconlestelle\images\1320118865116921857.png,ballandoconlestelle, ,negative,[0.91336787 0.05853464 0.02809756]
1320119243413835777,"io ogni volta che parla la Muss*lini
#BallandoConLeStelle https://t.co/RqKowx2rv4",negative,..\data\ballandoconlestelle\images\1320119243413835777.png,ballandoconlestelle, ,positive,[0.1916452  0.21300481 0.59534997]
1320104156695302146,A #BallandoConLeStelle i voti sembra che li diano lanciando i dadi. https://t.co/xn19qxSetj,negative,..\data\ballandoconlestelle\images\1320104156695302146.png,ballandoconlestelle, ,negative,[0.63074696 0.21485192 0.15440115]
1257049033606119425,Ma in che senso all’una di notte fa una diretta?? Ma quelli della radio lo sanno che la fibra di Gaia va a letto subito #gaiagozzi #Amici19 https://t.co/qYnQvb6AUQ,negative,..\data\amici19\images\1257049033606119425.png,amici19,pes ss maFOLLIA,negative,[0.9063577  0.06991712 0.02372516]
1320120446705074178,"Ma non ho capito a quale parente ""famoso"" ha dedicato l'esibizione?
#BallandoConLeStelle https://t.co/K5LXNxf5n4",negative,..\data\ballandoconlestelle\images\1320120446705074178.png,ballandoconlestelle, ,negative,[0.88101405 0.04665732 0.0723287 ]
1240776904107581442,"Avete distrutto:

Giudo&amp;Azzurra
Alessandro&amp;Elena 
Marco&amp;Anna 
#CheDioCiAiuti #LisolaDiPietro #DonMatteo12 https://t.co/twzQkE25l1",negative,..\data\chediociaiuti\images\1240776904107581442.png,chediociaiuti,caiMa perche,negative,[0.8272045  0.08590548 0.08688998]
1320102314624122884,Giuria di #BallandoConLeStelle che vota... https://t.co/YzV31kYUns,negative,..\data\ballandoconlestelle\images\1320102314624122884.png,ballandoconlestelle,A CAZZO DI CANE,negative,[0.9286529  0.04034294 0.03100406]
1320138100228632577,Ultima cosa e poi buonanotte: SONO PIENA DEI TESORETTI ASSEGNATI A CASO DALLA TRIBUNA DEL POPOLO (ma poi quale popolo?) E DA MATANO #BallandoConLeStelle https://t.co/cih6J08uLG,negative,..\data\ballandoconlestelle\images\1320138100228632577.png,ballandoconlestelle, ,negative,[0.9658483  0.01574254 0.01840922]
1261381528698843136,"Iniziano le sfide no sense.
Perché non fanno sfidare quelli della stessa categoria? #amici19 #amicispeciale https://t.co/sXYHRsKzPj",negative,..\data\amici19\images\1261381528698843136.png,amici19, ,neutral,[0.33171695 0.4626676  0.2056154 ]
1255196292373983232,@nah96nah @Giadahsospesap1 Questi comportamenti non sono normali. Lascia vivere tranquillamente due due persone. #Javier #Talisa #Amici19 https://t.co/7AGsxWbjU9,negative,..\data\amici19\images\1255196292373983232.png,amici19,EMINEM dalle tipe cheidicono di essere state conta,negative,[0.7803449  0.05760216 0.16205296]
1269356634888900611,GIULIA TACCI TUA PERÒ #Amici19 #giuliamolino https://t.co/7ASScD8zAl,negative,..\data\amici19\images\1269356634888900611.png,amici19,vdgiulymolla mia ideadi FELICITAOIr SI UMTS as agi,positive,[0.29279912 0.18234472 0.52485615]
1255201141748649989,"A me non frega nulla di chi sono queste persone che rompono continuamente a talisa o javier,ma so che vorrei dirvi che “vivi e lascia vivere” è la miglior filosofia che potete adottare.Alla fine si può o non essere d’accordo con le scelte di T,ma sono le SUE. #amici19 https://t.co/A8yyTVzkzK",negative,..\data\amici19\images\1255201141748649989.png,amici19,E ripeto che non sieteobbligati a fare il terzogra,negative,[0.8695947  0.06136116 0.06904408]
1320106820128657408,Ma scusate la Isoardi non può camminare e la fanno ballare???? Ma in che senso??#BallandoConLeStelle https://t.co/c7YZAiTt5P,negative,..\data\ballandoconlestelle\images\1320106820128657408.png,ballandoconlestelle, ,negative,[0.76421654 0.11272977 0.12305363]
1258041085248536582,"Che nervi  quando durante lo spot ci sono tutti i componenti dei The Kolors sul palco, ma inquadrano soltanto Stash.
Gli altri 2 potevate inquadrarli un millisecondo eh.
Sembra che la band sia composta soltanto da Stash... #amici19 #AmiciSpeciali https://t.co/3zPCVkhUnI",negative,..\data\amici19\images\1258041085248536582.png,amici19,TRASH ITALIONOe NONCI SIAMO PROPRIO,negative,[0.98796767 0.00405436 0.00797796]
1320111784179662853,Mamma mia che disagio  #BallandoConLeStelle https://t.co/DOkR20IRse,negative,..\data\ballandoconlestelle\images\1320111784179662853.png,ballandoconlestelle, ,negative,[0.8638065  0.01756206 0.11863139]
1318582299156312064,#Amici19 #AmaSanremo #SanremoGiovani #GFVIP twitter.com/IlContiAndrea/… https://t.co/oOYCYSZsoe,negative,..\data\amici19\images\1318582299156312064.png,amici19,jivftMR TITTI APFISTURS,neutral,[0.36266047 0.40656546 0.23077409]
1108846027963068417,"Stia vicino ad Azzurra. 
Ma perché tu pensi che...?
Non lo so ma ha bisogno di una guida. 

Mi sento male male male male 
#cheDiociaiuti5 #chediociaiuti https://t.co/FbDVY91P8k",negative,..\data\chediociaiuti\images\1108846027963068417.png,chediociaiuti,do not want,negative,[0.46037087 0.14906833 0.39056084]
1320111872021090310,"Appena inizia a parlare Razzi.
#BallandoConLeStelle https://t.co/7Tx5IAUeu5",negative,..\data\ballandoconlestelle\images\1320111872021090310.png,ballandoconlestelle, ,negative,[0.7379559  0.24608515 0.01595885]
1275784228857352192,"Che poi Amici19 ha fatto davvero cagare. Niente squadre, niente coach, daytime pallosi e ripetitivi, niente pubblico, teatrini, teatrini e ancora teatrini.
Ma c’erano loro e ci siamo noi❤️
#circozzi https://t.co/O8RV34vWBi",negative,..\data\amici19\images\1275784228857352192.png,amici19, ,negative,[0.95624274 0.01547114 0.02828606]
1320111834997903360,Ma Razzi chi lo paga? #BallandoConLeStelle https://t.co/2kRT5GaRNq,negative,..\data\ballandoconlestelle\images\1320111834997903360.png,ballandoconlestelle, ,negative,[0.79623616 0.15393609 0.04982783]
1320111799568650243,La torre di Pisa? Ma questo lo pagavamo noi italiani come Politico?  #BallandoConLeStelle https://t.co/VVysTIlpKF,negative,..\data\ballandoconlestelle\images\1320111799568650243.png,ballandoconlestelle,sANNAMOIBENE,negative,[0.96604484 0.02644797 0.00750715]
1320120758216105985,"riassunto di questa puntata: 

#BallandoConLeStelle https://t.co/gNAu6SYo9z",negative,..\data\ballandoconlestelle\images\1320120758216105985.png,ballandoconlestelle,NA GAFONATA,negative,[0.6390204  0.05678882 0.30419075]
1320124834005848065,Milly sei tu? #BallandoConLeStelle https://t.co/5gIV1cVrd3,negative,..\data\ballandoconlestelle\images\1320124834005848065.png,ballandoconlestelle,TRASH UMUSHOAiSS wohiTI QUERELOI,negative,[0.5317329  0.08975438 0.37851274]
1111191112469889024,"Ridatemi gli sguardi e l’amore di Nico e Ginevra, le perle di Azzurra, suor Angela combina guai, le comiche di suor Costanza e tutte le mille emozioni che solo questa fiction riesce a trasmetterci. Primo Giovedì senza #chediociaiuti5 ed io così: 

@CheDioCiAiuti_5 https://t.co/l8sBXN3fiI",negative,..\data\chediociaiuti\images\1111191112469889024.png,chediociaiuti, ,positive,[0.11359509 0.05478792 0.831617  ]
1257998122359406593,"Io che mi preparo ai “eh ma è stato il manager a comprare il pezzo xdxd” *sempre perché Giulia non ha fan, noi siamo solo ombre*
#Giuliamolino  #Amici19 https://t.co/yXozuQ1oxj",negative,..\data\amici19\images\1257998122359406593.png,amici19, ,negative,[0.5961962  0.07420254 0.3296013 ]
1255201877865779202,"@cestlaviemacher @bullshitsmood @nah96nah C’è un limite a tutto e quando questo limite viene varcato, è necessario intervenire. Non è giusto che un ragazzo come #Javier venga diffamato e non è giusto che #Talisa debba subirsi questi commenti come se fosse una stupida poppante a cui va detto cosa fare. #Amici19 https://t.co/eJSTeTfgHb",negative,..\data\amici19\images\1255201877865779202.png,amici19,MA COSE UNA CLINICAPSICHIATRICA QUESTAP,negative,[0.8633494  0.124841   0.01180972]
1271398236142678016,Martina Beltrami davvero vuole mettersi contro di loro? Ma davvero?😂✈️ #karaoke #amici19 https://t.co/U6yKrCRm7W,negative,..\data\amici19\images\1271398236142678016.png,amici19, ,positive,[0.05623138 0.07383712 0.86993146]
1269733407388585984,"Io in questo momento “piena” come Javier...
#JavierRojas #Amici19 #AmiciSpeciali https://t.co/tKCqWL4rAu",negative,..\data\amici19\images\1269733407388585984.png,amici19, ,positive,[0.28972566 0.13896868 0.5713057 ]
1103787957096538112,@CheDioCiAiuti_5 https://t.co/oWJCNMg4Rn,negative,..\data\chediociaiuti\images\1103787957096538112.png,chediociaiuti,TI DEVI VERGOGNARE,negative,[0.96342963 0.01045151 0.02611884]
1320103154437050369,Mariotto ha dato 10 a Costantino e dopo questa si può anche spegnere.. Qui siamo fuori di testa!! #ballandoconlestelle https://t.co/LZ0ck638o4,negative,..\data\ballandoconlestelle\images\1320103154437050369.png,ballandoconlestelle,MA IMPAZZITO,negative,[0.9311752  0.02059379 0.04823101]
1263956348443770880,#amicispeciali #amici19 ho difficoltà a capire dove sta il talento di random... https://t.co/I8wE6ZgaKi,negative,..\data\amici19\images\1263956348443770880.png,amici19,TRASH ITAL,negative,[0.7132046  0.16789833 0.11889711]
1110848103614238720,@CheDioCiAiuti_5 Non si meritava tutto questo. Loro non sono migliori. Quante cose hanno fatto passare a suor Angela!!! Le persone dimenticano https://t.co/iuKQUauU6b,negative,..\data\chediociaiuti\images\1110848103614238720.png,chediociaiuti,n,negative,[0.8372933  0.00164529 0.16106135]
1255195262374629378,"@nah96nah hai un ossessione nei confronti di #Talisa e #Javier altrimenti non si spiega questo tuo accanimento nei confronti di due ragazzi liberi di fare quello che gli pare. Stai sempre lì a stalkerare ogni giorno e ogni minima cosa, accusando javier sempre. fatti una vita #Amici19 https://t.co/1r395NWFyb",negative,..\data\amici19\images\1255195262374629378.png,amici19,GiadahsospesaGiadahsospesaplQualcuno conosce a sta,negative,[0.9346917  0.01435787 0.05095032]
1320103170404732928,"Chiudete il microfono a Mariotto o chiudetelo da qualche parte,non dico il manicomio ma ha bisogno d'aiuto #BallandoConLeStelle https://t.co/mxFDsPWKdk",negative,..\data\ballandoconlestelle\images\1320103170404732928.png,ballandoconlestelle,Bz HA QUESTO UN,negative,[0.8306932  0.13409455 0.03521232]
1320120056810962944,Alessandra non si tocca questo mambo di zia Sophia!!!! 😡😡😡#BallandoConLeStelle https://t.co/tbkQZ6PwgS,negative,..\data\ballandoconlestelle\images\1320120056810962944.png,ballandoconlestelle, ,negative,[0.87218416 0.0024094  0.12540652]
1320104741897121793,"Quanto è impazzito stasera Mariotto da 1 a 10?? E perché proprio 100???
#BallandoConLeStelle https://t.co/O72kctN0jT",negative,..\data\ballandoconlestelle\images\1320104741897121793.png,ballandoconlestelle, ,positive,[0.0375443  0.08952827 0.8729274 ]
1320135892221177856,"Cioè uscirà qualcuno bravo e che sa ballare davvero per tenerci dentro Costantino Della Gherardesca raga vi prego basta cò 'sta pagliacciata su sono PIENA
#BallandoConLeStelle https://t.co/1H1khyI7DF",negative,..\data\ballandoconlestelle\images\1320135892221177856.png,ballandoconlestelle, ,negative,[0.6925781  0.1396118  0.16781016]
1320141287555727360,"Consiglio a tutti gli altri ballerini dalla prossima puntata di non preparare balli ma di travestirsi tutti come fa Costantino e zompettare sulla pista, con simpatia, cosi almeno si gioca alla pari! #ballandoconlestelle https://t.co/iA0gWaYV0D",negative,..\data\ballandoconlestelle\images\1320141287555727360.png,ballandoconlestelle, ,negative,[0.63065344 0.11392505 0.2554215 ]
1108837488414601216,"#Ginevra perdonami ma sono due sere che proprio non ti sopporto.
@CheDioCiAiuti_5 #CheDioCiAiuti5 https://t.co/IJKpT3TQSC",negative,..\data\chediociaiuti\images\1108837488414601216.png,chediociaiuti,MA DIO CE NE LIBERI,negative,[0.9351528  0.0187301  0.04611701]
1320103973756522498,Mariotto vs Lucarelli in questo momento. #BallandoConLeStelle https://t.co/2ZCKQwpjzM,negative,..\data\ballandoconlestelle\images\1320103973756522498.png,ballandoconlestelle, ,negative,[0.666026   0.26028785 0.07368612]
1320102387370131459,#BallandoConLeStelle https://t.co/H6Y45p0563,negative,..\data\ballandoconlestelle\images\1320102387370131459.png,ballandoconlestelle,COSEDAPAARAZZI,negative,[0.77294326 0.12958755 0.09746921]
1256605506451488768,"Ma è possibile che deve parlare solo, sempre, di Javier 🤔!?
Javier ha fatto questo, Javier ha detto quello...è basta🙄😒🤦🏻!
L'abbiamo visto anche noi il programma Nicolai.
Parla di te, per una buona volta!
#JavierRojas #Javier #Amici19 https://t.co/UxY7g49vRG",negative,..\data\amici19\images\1256605506451488768.png,amici19, ,neutral,[0.3870212  0.525796   0.08718279]
1284609767189680128,"#amici19 Gaia non mi piace molto, ma secondo me tra i cantanti era la migliore quest'anno, penso sia ridicola dopo mesi rosicare e rosicare, contro una ragazza che ci è sempre stata. https://t.co/7JBBOwzOSG",negative,..\data\amici19\images\1284609767189680128.png,amici19,EHALATimgPlay,negative,[0.74982774 0.01457162 0.2356006 ]
1273684422458564615,"Javier nuovo pupillo della Abbagnato (rea comunque di essersi prestata in parte al teatrino) e Cannito e la Incontrada muti
#Amici19 #AmiciSpeciali https://t.co/aNOHsBuH2F",negative,..\data\amici19\images\1273684422458564615.png,amici19,eleonoraabbagnatoofticialPromofestivalnerviNaviuit,neutral,[0.00671408 0.87211233 0.1211736 ]
1261622392746577921,Comunque non perdoneró mai a questo tizio di averci coperto quel ben di dio #amicispeciali #amici19 #gabrieleesposito https://t.co/55CZPaM0yS,negative,..\data\amici19\images\1261622392746577921.png,amici19, ,negative,[0.808107   0.00940636 0.18248665]
1255844928011321345,Quando Javier fa una diretta ma si interrompe per via della sua disattenzione alla carica #Amici19 https://t.co/gyS5NOneoq,negative,..\data\amici19\images\1255844928011321345.png,amici19,i,negative,[0.7431463  0.15813005 0.09872369]
